"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.006075, 1, 0.006075, hesbo_0='-0.48739999999999994', hesbo_1='-0.6033999999999999', hesbo_10='0.04700000000000015', hesbo_11='0.13780000000000014', hesbo_12='0.3728', hesbo_13='-0.6983999999999999', hesbo_14='0.36740000000000017', hesbo_15='0.7842', hesbo_2='0.2278', hesbo_3='0.8102', hesbo_4='-0.4346', hesbo_5='0.059800000000000075', hesbo_6='-0.6788', hesbo_7='-0.24759999999999993', hesbo_8='-0.25139999999999996', hesbo_9='0.4192'
0.002702, -0.725998, 0.012507, 1, 0.009806, hesbo_0='-0.48739999999999994', hesbo_1='-0.6033999999999999', hesbo_10='0.04700000000000015', hesbo_11='0.13780000000000014', hesbo_12='0.3728', hesbo_13='-0.6983999999999999', hesbo_14='0.36740000000000017', hesbo_15='0.7842', hesbo_2='0.2278', hesbo_3='0.8102', hesbo_4='-0.4346', hesbo_5='0.059800000000000075', hesbo_6='-0.6788', hesbo_7='-0.24759999999999993', hesbo_8='-0.25139999999999996', hesbo_9='0.4192'
0.033790, -0.970020, 0.048962, 2, 0.015172, hesbo_0='0.19199999999999995', hesbo_1='-0.9388', hesbo_10='0.4890000000000001', hesbo_11='0.9890000000000001', hesbo_12='0.7910000000000001', hesbo_13='0.31720000000000015', hesbo_14='-0.9036', hesbo_15='0.8088000000000002', hesbo_2='-0.9998', hesbo_3='0.5302', hesbo_4='0.4266000000000001', hesbo_5='-0.23919999999999997', hesbo_6='0.4014', hesbo_7='0.48560000000000003', hesbo_8='0.04500000000000015', hesbo_9='0.8434000000000001'
0.124734, -0.991347, 0.186625, 3, 0.061891, hesbo_0='-0.9862', hesbo_1='-0.29479999999999995', hesbo_10='-0.9698', hesbo_11='0.25839999999999996', hesbo_12='0.9044000000000001', hesbo_13='-0.9562', hesbo_14='0.8456000000000001', hesbo_15='-0.4534', hesbo_2='-0.4598', hesbo_3='0.6162000000000001', hesbo_4='0.615', hesbo_5='-0.5573999999999999', hesbo_6='-0.17379999999999995', hesbo_7='-0.491', hesbo_8='0.42100000000000004', hesbo_9='0.21199999999999997'
